Subject,Group,Task,Phase,Practice,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,ACC
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1295,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1294,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",942,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",1072,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1295,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1294,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",1236,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1142,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",860,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1036,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1024,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",731,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",860,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",871,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",787,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",754,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1083,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",754,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",964,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",742,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",800,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",800,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1295,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",1095,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1083,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1177,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",824,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",636,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",1013,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",954,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",848,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",929,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",872,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1083,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1294,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",883,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",765,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",917,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",870,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",695,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",859,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",671,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",812,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",907,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",671,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",835,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",717,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",801,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",965,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1071,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",752,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",942,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",847,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",859,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",683,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",777,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",942,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",718,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",659,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",730,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",965,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",777,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",942,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",954,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",883,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",754,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",896,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",813,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1047,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",858,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",754,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",742,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",799,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",954,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",695,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",659,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",848,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1095,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",765,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",860,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",835,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",672,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1142,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",812,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",870,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",1001,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",755,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",766,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",658,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",718,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",811,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",954,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",718,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",741,0
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",623,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",823,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1108,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",730,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",824,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",730,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",787,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",718,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",648,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",647,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",719,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",589,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",743,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",754,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",893,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1271,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",883,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",859,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",717,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",754,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",729,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1117,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1107,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","p",494,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",672,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1071,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",741,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",741,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",564,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",765,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",659,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",436,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",894,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",481,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",693,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",952,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",717,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",682,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",1002,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",765,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",742,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",578,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",870,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",753,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",624,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",942,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",942,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",940,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",670,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",846,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",683,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",576,0
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",681,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",635,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",564,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",624,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",529,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",599,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",578,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",565,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",647,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",882,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",764,0
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",706,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",682,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",647,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",647,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",742,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",753,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",990,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",671,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",683,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",775,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",870,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1105,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",647,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",659,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",611,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",601,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",505,0
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",740,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",542,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",717,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",647,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",777,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",824,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1012,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",872,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",647,0
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",811,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",905,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",683,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",720,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",635,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",694,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",965,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",637,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",835,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",682,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",671,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",602,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",694,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",718,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",658,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",683,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",731,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",883,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",730,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",634,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",788,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",647,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",636,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",764,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",612,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",940,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",883,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",894,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1013,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",813,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",800,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",672,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",730,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",953,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",847,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",907,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",882,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",730,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",707,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",659,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",765,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",635,0
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",824,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",764,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",719,1
