"Subject","Trial","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"995543569","5","self-matching","Nonmatching","self","Self","Self","968","0.968","1"
"995543569","7","self-matching","Matching","friend","Friend","Close","1116","1.116","0"
"995543569","9","self-matching","Nonmatching","friend","Friend","Close","1024","1.024","0"
"995543569","11","self-matching","Matching","friend","Friend","Close","954","0.954","1"
"995543569","13","self-matching","Nonmatching","friend","Friend","Close","865","0.865","1"
"995543569","15","self-matching","Matching","friend","Friend","Close","1046","1.046","1"
"995543569","17","self-matching","Nonmatching","self","Self","Self","582","0.582","1"
"995543569","19","self-matching","Nonmatching","friend","Friend","Close","545","0.545","0"
"995543569","21","self-matching","Nonmatching","self","Self","Self","802","0.802","1"
"995543569","23","self-matching","Nonmatching","self","Self","Self","966","0.966","1"
"995543569","27","self-matching","Matching","friend","Friend","Close","663","0.663","1"
"995543569","29","self-matching","Nonmatching","self","Self","Self","781","0.781","1"
"995543569","31","self-matching","Matching","self","Self","Self","742","0.742","1"
"995543569","33","self-matching","Matching","self","Self","Self","736","0.736","1"
"995543569","35","self-matching","Matching","self","Self","Self","415","0.415","1"
"995543569","37","self-matching","Nonmatching","friend","Friend","Close","545","0.545","0"
"995543569","39","self-matching","Matching","self","Self","Self","513","0.513","1"
"995543569","41","self-matching","Matching","friend","Friend","Close","761","0.761","0"
"995543569","43","self-matching","Matching","friend","Friend","Close","1146","1.146","1"
"995543569","45","self-matching","Matching","friend","Friend","Close","822","0.822","1"
"995543569","47","self-matching","Matching","self","Self","Self","538","0.538","1"
"995543569","49","self-matching","Matching","self","Self","Self","599","0.599","1"
"995543569","51","self-matching","Matching","friend","Friend","Close","826","0.826","1"
"995543569","53","self-matching","Nonmatching","friend","Friend","Close","657","0.657","1"
"995543569","55","self-matching","Nonmatching","self","Self","Self","1105","1.105","1"
"995543569","59","self-matching","Nonmatching","friend","Friend","Close","844","0.844","1"
"995543569","61","self-matching","Nonmatching","self","Self","Self","1111","1.111","1"
"995543569","63","self-matching","Nonmatching","friend","Friend","Close","602","0.602","1"
"995543569","65","self-matching","Nonmatching","friend","Friend","Close","790","0.79","1"
"995543569","67","self-matching","Nonmatching","friend","Friend","Close","502","0.502","1"
"995543569","69","self-matching","Matching","friend","Friend","Close","494","0.494","1"
"995543569","71","self-matching","Matching","self","Self","Self","624","0.624","1"
"995543569","73","self-matching","Matching","self","Self","Self","477","0.477","1"
"995543569","75","self-matching","Nonmatching","friend","Friend","Close","784","0.784","1"
"995543569","77","self-matching","Nonmatching","self","Self","Self","729","0.729","1"
"995543569","79","self-matching","Nonmatching","self","Self","Self","824","0.824","1"
"995543569","81","self-matching","Matching","friend","Friend","Close","1019","1.019","1"
"995543569","83","self-matching","Nonmatching","self","Self","Self","513","0.513","1"
"995543569","85","self-matching","Nonmatching","friend","Friend","Close","391","0.391","0"
"995543569","87","self-matching","Matching","friend","Friend","Close","1080","1.08","1"
"995543569","89","self-matching","Nonmatching","self","Self","Self","843","0.843","1"
"995543569","91","self-matching","Matching","self","Self","Self","495","0.495","1"
"995543569","93","self-matching","Nonmatching","self","Self","Self","541","0.541","1"
"995543569","95","self-matching","Nonmatching","self","Self","Self","718","0.718","1"
"995543569","97","self-matching","Matching","self","Self","Self","543","0.543","1"
"995543569","99","self-matching","Matching","friend","Friend","Close","972","0.972","1"
"995543569","101","self-matching","Matching","friend","Friend","Close","366","0.366","1"
"995543569","103","self-matching","Nonmatching","self","Self","Self","510","0.51","1"
"995543569","105","self-matching","Nonmatching","friend","Friend","Close","474","0.474","0"
"995543569","107","self-matching","Matching","self","Self","Self","1153","1.153","1"
"995543569","111","self-matching","Matching","self","Self","Self","1168","1.168","1"
"995543569","113","self-matching","Matching","friend","Friend","Close","488","0.488","1"
"995543569","115","self-matching","Nonmatching","friend","Friend","Close","765","0.765","1"
"995543569","117","self-matching","Matching","friend","Friend","Close","670","0.67","0"
"995543569","119","self-matching","Nonmatching","self","Self","Self","944","0.944","1"
"995543569","121","self-matching","Nonmatching","self","Self","Self","744","0.744","1"
"995543569","123","self-matching","Matching","self","Self","Self","611","0.611","1"
"995543569","125","self-matching","Matching","self","Self","Self","385","0.385","1"
"995543569","127","self-matching","Matching","self","Self","Self","394","0.394","1"
"995543569","129","self-matching","Matching","self","Self","Self","413","0.413","1"
"995543569","131","self-matching","Matching","friend","Friend","Close","461","0.461","0"
"995543569","133","self-matching","Nonmatching","self","Self","Self","674","0.674","0"
"995543569","135","self-matching","Matching","self","Self","Self","566","0.566","1"
"995543569","137","self-matching","Nonmatching","friend","Friend","Close","816","0.816","1"
"995543569","139","self-matching","Nonmatching","friend","Friend","Close","768","0.768","1"
"995543569","141","self-matching","Matching","self","Self","Self","534","0.534","1"
"995543569","143","self-matching","Nonmatching","friend","Friend","Close","701","0.701","1"
"995543569","145","self-matching","Matching","friend","Friend","Close","686","0.686","1"
"995543569","147","self-matching","Nonmatching","self","Self","Self","913","0.913","1"
"995543569","151","self-matching","Nonmatching","friend","Friend","Close","686","0.686","1"
"995543569","153","self-matching","Matching","self","Self","Self","413","0.413","1"
"995543569","155","self-matching","Matching","friend","Friend","Close","942","0.942","1"
"995543569","157","self-matching","Matching","self","Self","Self","594","0.594","1"
"995543569","159","self-matching","Matching","friend","Friend","Close","410","0.41","1"
"995543569","161","self-matching","Matching","friend","Friend","Close","539","0.539","1"
"995543569","163","self-matching","Nonmatching","self","Self","Self","561","0.561","1"
"995543569","165","self-matching","Matching","friend","Friend","Close","559","0.559","1"
"995543569","167","self-matching","Matching","friend","Friend","Close","507","0.507","1"
"995543569","169","self-matching","Nonmatching","self","Self","Self","497","0.497","0"
"995543569","171","self-matching","Nonmatching","friend","Friend","Close","861","0.861","1"
"995543569","173","self-matching","Matching","friend","Friend","Close","1031","1.031","1"
"995543569","175","self-matching","Matching","friend","Friend","Close","408","0.408","1"
"995543569","177","self-matching","Nonmatching","friend","Friend","Close","639","0.639","1"
"995543569","179","self-matching","Matching","self","Self","Self","387","0.387","1"
"995543569","181","self-matching","Nonmatching","self","Self","Self","621","0.621","1"
"995543569","183","self-matching","Nonmatching","self","Self","Self","1114","1.114","1"
"995543569","185","self-matching","Nonmatching","friend","Friend","Close","471","0.471","0"
"995543569","189","self-matching","Matching","self","Self","Self","985","0.985","1"
"995543569","191","self-matching","Nonmatching","self","Self","Self","608","0.608","1"
"995543569","193","self-matching","Nonmatching","self","Self","Self","449","0.449","1"
"995543569","195","self-matching","Matching","self","Self","Self","419","0.419","1"
"995543569","199","self-matching","Nonmatching","self","Self","Self","685","0.685","1"
"995543569","201","self-matching","Nonmatching","friend","Friend","Close","916","0.916","1"
"995543569","203","self-matching","Nonmatching","friend","Friend","Close","1182","1.182","1"
"995543569","205","self-matching","Nonmatching","friend","Friend","Close","493","0.493","1"
"995543569","207","self-matching","Matching","self","Self","Self","443","0.443","1"
"995543569","209","self-matching","Matching","self","Self","Self","369","0.369","1"
"995543569","211","self-matching","Nonmatching","friend","Friend","Close","263","0.263","0"
"995543569","213","self-matching","Matching","self","Self","Self","999","0.999","1"
"995543569","215","self-matching","Nonmatching","self","Self","Self","1051","1.051","1"
"995543569","217","self-matching","Matching","self","Self","Self","1007","1.007","1"
"995543569","219","self-matching","Nonmatching","friend","Friend","Close","735","0.735","1"
"995543569","221","self-matching","Nonmatching","self","Self","Self","611","0.611","1"
"995543569","223","self-matching","Nonmatching","friend","Friend","Close","834","0.834","1"
"995543569","225","self-matching","Matching","self","Self","Self","909","0.909","1"
"995543569","227","self-matching","Nonmatching","friend","Friend","Close","732","0.732","1"
"995543569","233","self-matching","Nonmatching","self","Self","Self","871","0.871","1"
"995543569","235","self-matching","Matching","friend","Friend","Close","807","0.807","0"
"995543569","237","self-matching","Nonmatching","friend","Friend","Close","713","0.713","1"
"995543569","239","self-matching","Matching","self","Self","Self","883","0.883","1"
"995543570","1","self-matching","Nonmatching","friend","Friend","Close","926","0.926","1"
"995543570","3","self-matching","Matching","friend","Friend","Close","776","0.776","1"
"995543570","5","self-matching","Nonmatching","self","Self","Self","918","0.918","1"
"995543570","7","self-matching","Nonmatching","friend","Friend","Close","733","0.733","1"
"995543570","9","self-matching","Nonmatching","self","Self","Self","837","0.837","1"
"995543570","11","self-matching","Nonmatching","self","Self","Self","650","0.65","1"
"995543570","13","self-matching","Matching","friend","Friend","Close","583","0.583","0"
"995543570","15","self-matching","Nonmatching","friend","Friend","Close","695","0.695","1"
"995543570","17","self-matching","Matching","friend","Friend","Close","808","0.808","1"
"995543570","19","self-matching","Matching","friend","Friend","Close","656","0.656","0"
"995543570","21","self-matching","Nonmatching","friend","Friend","Close","709","0.709","1"
"995543570","23","self-matching","Matching","friend","Friend","Close","1019","1.019","1"
"995543570","25","self-matching","Matching","friend","Friend","Close","731","0.731","1"
"995543570","27","self-matching","Matching","friend","Friend","Close","535","0.535","1"
"995543570","29","self-matching","Nonmatching","self","Self","Self","643","0.643","1"
"995543570","31","self-matching","Nonmatching","self","Self","Self","633","0.633","1"
"995543570","33","self-matching","Matching","self","Self","Self","534","0.534","1"
"995543570","35","self-matching","Nonmatching","friend","Friend","Close","764","0.764","1"
"995543570","37","self-matching","Nonmatching","self","Self","Self","816","0.816","1"
"995543570","39","self-matching","Matching","self","Self","Self","552","0.552","1"
"995543570","41","self-matching","Matching","self","Self","Self","463","0.463","1"
"995543570","43","self-matching","Matching","self","Self","Self","306","0.306","1"
"995543570","45","self-matching","Matching","self","Self","Self","297","0.297","1"
"995543570","47","self-matching","Nonmatching","friend","Friend","Close","548","0.548","1"
"995543570","49","self-matching","Nonmatching","self","Self","Self","703","0.703","1"
"995543570","51","self-matching","Nonmatching","friend","Friend","Close","827","0.827","1"
"995543570","53","self-matching","Matching","self","Self","Self","373","0.373","1"
"995543570","55","self-matching","Matching","self","Self","Self","462","0.462","1"
"995543570","57","self-matching","Matching","self","Self","Self","428","0.428","1"
"995543570","59","self-matching","Nonmatching","self","Self","Self","498","0.498","1"
"995543570","61","self-matching","Nonmatching","self","Self","Self","417","0.417","1"
"995543570","63","self-matching","Matching","self","Self","Self","582","0.582","1"
"995543570","65","self-matching","Nonmatching","self","Self","Self","500","0.5","1"
"995543570","67","self-matching","Matching","self","Self","Self","504","0.504","1"
"995543570","69","self-matching","Nonmatching","friend","Friend","Close","505","0.505","1"
"995543570","71","self-matching","Nonmatching","self","Self","Self","573","0.573","1"
"995543570","73","self-matching","Nonmatching","self","Self","Self","575","0.575","1"
"995543570","75","self-matching","Nonmatching","friend","Friend","Close","672","0.672","1"
"995543570","77","self-matching","Matching","friend","Friend","Close","584","0.584","1"
"995543570","79","self-matching","Matching","self","Self","Self","605","0.605","1"
"995543570","81","self-matching","Matching","self","Self","Self","517","0.517","1"
"995543570","83","self-matching","Matching","friend","Friend","Close","368","0.368","1"
"995543570","85","self-matching","Nonmatching","self","Self","Self","528","0.528","1"
"995543570","87","self-matching","Matching","self","Self","Self","401","0.401","1"
"995543570","89","self-matching","Matching","self","Self","Self","530","0.53","1"
"995543570","91","self-matching","Nonmatching","self","Self","Self","511","0.511","1"
"995543570","93","self-matching","Nonmatching","friend","Friend","Close","619","0.619","1"
"995543570","95","self-matching","Nonmatching","friend","Friend","Close","610","0.61","1"
"995543570","97","self-matching","Matching","friend","Friend","Close","415","0.415","1"
"995543570","99","self-matching","Nonmatching","self","Self","Self","385","0.385","1"
"995543570","101","self-matching","Nonmatching","friend","Friend","Close","576","0.576","1"
"995543570","103","self-matching","Matching","self","Self","Self","628","0.628","1"
"995543570","105","self-matching","Nonmatching","self","Self","Self","478","0.478","1"
"995543570","107","self-matching","Nonmatching","friend","Friend","Close","430","0.43","1"
"995543570","109","self-matching","Matching","self","Self","Self","669","0.669","1"
"995543570","111","self-matching","Nonmatching","friend","Friend","Close","405","0.405","1"
"995543570","113","self-matching","Matching","friend","Friend","Close","438","0.438","1"
"995543570","115","self-matching","Nonmatching","self","Self","Self","436","0.436","1"
"995543570","117","self-matching","Matching","self","Self","Self","442","0.442","1"
"995543570","119","self-matching","Nonmatching","self","Self","Self","503","0.503","1"
"995543570","121","self-matching","Matching","friend","Friend","Close","481","0.481","0"
"995543570","123","self-matching","Nonmatching","friend","Friend","Close","664","0.664","1"
"995543570","125","self-matching","Matching","friend","Friend","Close","710","0.71","1"
"995543570","127","self-matching","Nonmatching","self","Self","Self","542","0.542","1"
"995543570","129","self-matching","Matching","self","Self","Self","437","0.437","1"
"995543570","131","self-matching","Nonmatching","friend","Friend","Close","605","0.605","1"
"995543570","133","self-matching","Matching","friend","Friend","Close","513","0.513","1"
"995543570","135","self-matching","Matching","self","Self","Self","527","0.527","1"
"995543570","137","self-matching","Matching","self","Self","Self","661","0.661","0"
"995543570","139","self-matching","Matching","friend","Friend","Close","715","0.715","1"
"995543570","141","self-matching","Nonmatching","friend","Friend","Close","521","0.521","1"
"995543570","143","self-matching","Nonmatching","friend","Friend","Close","574","0.574","0"
"995543570","145","self-matching","Matching","self","Self","Self","482","0.482","1"
"995543570","147","self-matching","Nonmatching","friend","Friend","Close","612","0.612","1"
"995543570","149","self-matching","Matching","friend","Friend","Close","412","0.412","1"
"995543570","151","self-matching","Nonmatching","self","Self","Self","455","0.455","1"
"995543570","153","self-matching","Nonmatching","self","Self","Self","688","0.688","1"
"995543570","155","self-matching","Nonmatching","self","Self","Self","423","0.423","1"
"995543570","157","self-matching","Nonmatching","friend","Friend","Close","607","0.607","1"
"995543570","159","self-matching","Nonmatching","self","Self","Self","679","0.679","1"
"995543570","161","self-matching","Matching","self","Self","Self","802","0.802","1"
"995543570","163","self-matching","Matching","self","Self","Self","486","0.486","1"
"995543570","165","self-matching","Matching","self","Self","Self","414","0.414","1"
"995543570","167","self-matching","Matching","friend","Friend","Close","403","0.403","0"
"995543570","169","self-matching","Matching","friend","Friend","Close","310","0.31","1"
"995543570","171","self-matching","Matching","friend","Friend","Close","336","0.336","1"
"995543570","173","self-matching","Matching","friend","Friend","Close","212","0.212","1"
"995543570","175","self-matching","Matching","self","Self","Self","452","0.452","1"
"995543570","177","self-matching","Nonmatching","friend","Friend","Close","586","0.586","0"
"995543570","179","self-matching","Matching","friend","Friend","Close","586","0.586","1"
"995543570","181","self-matching","Matching","self","Self","Self","950","0.95","1"
"995543570","183","self-matching","Nonmatching","friend","Friend","Close","667","0.667","1"
"995543570","185","self-matching","Nonmatching","friend","Friend","Close","527","0.527","1"
"995543570","187","self-matching","Nonmatching","friend","Friend","Close","709","0.709","1"
"995543570","189","self-matching","Matching","friend","Friend","Close","430","0.43","1"
"995543570","191","self-matching","Matching","friend","Friend","Close","285","0.285","1"
"995543570","193","self-matching","Nonmatching","friend","Friend","Close","542","0.542","1"
"995543570","195","self-matching","Matching","friend","Friend","Close","479","0.479","1"
"995543570","197","self-matching","Matching","self","Self","Self","530","0.53","1"
"995543570","199","self-matching","Matching","friend","Friend","Close","519","0.519","1"
"995543570","201","self-matching","Matching","friend","Friend","Close","380","0.38","1"
"995543570","203","self-matching","Nonmatching","self","Self","Self","623","0.623","1"
"995543570","205","self-matching","Nonmatching","friend","Friend","Close","681","0.681","1"
"995543570","207","self-matching","Nonmatching","friend","Friend","Close","424","0.424","1"
"995543570","209","self-matching","Nonmatching","friend","Friend","Close","335","0.335","1"
"995543570","211","self-matching","Nonmatching","friend","Friend","Close","264","0.264","1"
"995543570","213","self-matching","Matching","friend","Friend","Close","615","0.615","1"
"995543570","215","self-matching","Nonmatching","self","Self","Self","596","0.596","1"
"995543570","217","self-matching","Matching","self","Self","Self","489","0.489","1"
"995543570","219","self-matching","Matching","friend","Friend","Close","635","0.635","1"
"995543570","221","self-matching","Nonmatching","friend","Friend","Close","489","0.489","1"
"995543570","223","self-matching","Matching","self","Self","Self","503","0.503","1"
"995543570","225","self-matching","Nonmatching","self","Self","Self","314","0.314","1"
"995543570","227","self-matching","Matching","friend","Friend","Close","526","0.526","1"
"995543570","229","self-matching","Nonmatching","self","Self","Self","457","0.457","1"
"995543570","231","self-matching","Matching","self","Self","Self","514","0.514","1"
"995543570","233","self-matching","Nonmatching","self","Self","Self","534","0.534","1"
"995543570","235","self-matching","Matching","friend","Friend","Close","426","0.426","1"
"995543570","237","self-matching","Nonmatching","self","Self","Self","450","0.45","1"
"995543570","239","self-matching","Nonmatching","self","Self","Self","564","0.564","1"
"995543571","1","self-matching","Matching","self","Self","Self","1058","1.058","1"
"995543571","3","self-matching","Nonmatching","friend","Friend","Close","879","0.879","0"
"995543571","5","self-matching","Matching","self","Self","Self","715","0.715","1"
"995543571","7","self-matching","Nonmatching","friend","Friend","Close","944","0.944","1"
"995543571","9","self-matching","Matching","self","Self","Self","913","0.913","1"
"995543571","11","self-matching","Nonmatching","self","Self","Self","1115","1.115","1"
"995543571","13","self-matching","Matching","friend","Friend","Close","1112","1.112","1"
"995543571","15","self-matching","Nonmatching","self","Self","Self","1142","1.142","1"
"995543571","17","self-matching","Nonmatching","self","Self","Self","1086","1.086","1"
"995543571","21","self-matching","Nonmatching","friend","Friend","Close","1194","1.194","1"
"995543571","23","self-matching","Nonmatching","self","Self","Self","815","0.815","1"
"995543571","25","self-matching","Matching","self","Self","Self","748","0.748","1"
"995543571","27","self-matching","Matching","friend","Friend","Close","1155","1.155","1"
"995543571","29","self-matching","Nonmatching","self","Self","Self","993","0.993","1"
"995543571","31","self-matching","Matching","friend","Friend","Close","1098","1.098","1"
"995543571","35","self-matching","Matching","self","Self","Self","988","0.988","1"
"995543571","37","self-matching","Matching","friend","Friend","Close","1007","1.007","1"
"995543571","39","self-matching","Nonmatching","friend","Friend","Close","852","0.852","1"
"995543571","41","self-matching","Nonmatching","self","Self","Self","858","0.858","1"
"995543571","43","self-matching","Nonmatching","friend","Friend","Close","1001","1.001","1"
"995543571","49","self-matching","Nonmatching","friend","Friend","Close","828","0.828","1"
"995543571","51","self-matching","Matching","friend","Friend","Close","870","0.87","1"
"995543571","53","self-matching","Nonmatching","friend","Friend","Close","985","0.985","1"
"995543571","55","self-matching","Matching","self","Self","Self","758","0.758","1"
"995543571","57","self-matching","Matching","self","Self","Self","704","0.704","1"
"995543571","59","self-matching","Matching","self","Self","Self","546","0.546","1"
"995543571","61","self-matching","Nonmatching","friend","Friend","Close","744","0.744","1"
"995543571","63","self-matching","Matching","self","Self","Self","837","0.837","1"
"995543571","65","self-matching","Nonmatching","self","Self","Self","830","0.83","1"
"995543571","67","self-matching","Nonmatching","self","Self","Self","975","0.975","1"
"995543571","69","self-matching","Nonmatching","friend","Friend","Close","869","0.869","1"
"995543571","71","self-matching","Matching","friend","Friend","Close","1026","1.026","1"
"995543571","75","self-matching","Matching","self","Self","Self","737","0.737","1"
"995543571","77","self-matching","Matching","friend","Friend","Close","1097","1.097","1"
"995543571","81","self-matching","Matching","friend","Friend","Close","924","0.924","1"
"995543571","83","self-matching","Matching","friend","Friend","Close","850","0.85","1"
"995543571","85","self-matching","Matching","friend","Friend","Close","606","0.606","1"
"995543571","87","self-matching","Nonmatching","self","Self","Self","813","0.813","1"
"995543571","89","self-matching","Matching","self","Self","Self","972","0.972","1"
"995543571","95","self-matching","Nonmatching","friend","Friend","Close","1022","1.022","1"
"995543571","97","self-matching","Matching","self","Self","Self","609","0.609","1"
"995543571","99","self-matching","Matching","friend","Friend","Close","789","0.789","1"
"995543571","101","self-matching","Nonmatching","self","Self","Self","783","0.783","1"
"995543571","103","self-matching","Matching","self","Self","Self","570","0.57","1"
"995543571","105","self-matching","Nonmatching","friend","Friend","Close","858","0.858","1"
"995543571","107","self-matching","Matching","friend","Friend","Close","852","0.852","1"
"995543571","109","self-matching","Nonmatching","self","Self","Self","844","0.844","1"
"995543571","111","self-matching","Matching","self","Self","Self","717","0.717","1"
"995543571","113","self-matching","Nonmatching","friend","Friend","Close","825","0.825","1"
"995543571","115","self-matching","Matching","self","Self","Self","767","0.767","1"
"995543571","117","self-matching","Nonmatching","self","Self","Self","741","0.741","1"
"995543571","119","self-matching","Matching","friend","Friend","Close","770","0.77","1"
"995543571","121","self-matching","Nonmatching","self","Self","Self","809","0.809","1"
"995543571","123","self-matching","Nonmatching","friend","Friend","Close","870","0.87","1"
"995543571","125","self-matching","Nonmatching","self","Self","Self","1185","1.185","1"
"995543571","127","self-matching","Nonmatching","self","Self","Self","780","0.78","1"
"995543571","129","self-matching","Nonmatching","friend","Friend","Close","710","0.71","1"
"995543571","131","self-matching","Nonmatching","friend","Friend","Close","808","0.808","0"
"995543571","133","self-matching","Nonmatching","self","Self","Self","909","0.909","1"
"995543571","135","self-matching","Matching","friend","Friend","Close","1044","1.044","1"
"995543571","137","self-matching","Nonmatching","friend","Friend","Close","723","0.723","1"
"995543571","139","self-matching","Nonmatching","friend","Friend","Close","908","0.908","1"
"995543571","141","self-matching","Matching","friend","Friend","Close","655","0.655","0"
"995543571","143","self-matching","Nonmatching","self","Self","Self","978","0.978","1"
"995543571","145","self-matching","Matching","friend","Friend","Close","899","0.899","1"
"995543571","147","self-matching","Nonmatching","friend","Friend","Close","781","0.781","1"
"995543571","151","self-matching","Matching","self","Self","Self","768","0.768","1"
"995543571","153","self-matching","Nonmatching","friend","Friend","Close","596","0.596","1"
"995543571","157","self-matching","Matching","friend","Friend","Close","877","0.877","1"
"995543571","159","self-matching","Matching","friend","Friend","Close","1171","1.171","1"
"995543571","161","self-matching","Matching","friend","Friend","Close","553","0.553","1"
"995543571","163","self-matching","Nonmatching","friend","Friend","Close","648","0.648","1"
"995543571","165","self-matching","Nonmatching","friend","Friend","Close","797","0.797","1"
"995543571","167","self-matching","Nonmatching","self","Self","Self","1076","1.076","1"
"995543571","169","self-matching","Matching","self","Self","Self","606","0.606","1"
"995543571","171","self-matching","Nonmatching","friend","Friend","Close","540","0.54","1"
"995543571","173","self-matching","Matching","friend","Friend","Close","1047","1.047","1"
"995543571","175","self-matching","Matching","friend","Friend","Close","659","0.659","1"
"995543571","177","self-matching","Nonmatching","friend","Friend","Close","616","0.616","1"
"995543571","179","self-matching","Nonmatching","self","Self","Self","1132","1.132","1"
"995543571","181","self-matching","Matching","self","Self","Self","758","0.758","1"
"995543571","183","self-matching","Nonmatching","self","Self","Self","722","0.722","1"
"995543571","185","self-matching","Nonmatching","friend","Friend","Close","788","0.788","1"
"995543571","187","self-matching","Nonmatching","friend","Friend","Close","737","0.737","1"
"995543571","189","self-matching","Matching","friend","Friend","Close","783","0.783","0"
"995543571","191","self-matching","Matching","self","Self","Self","635","0.635","1"
"995543571","193","self-matching","Nonmatching","friend","Friend","Close","766","0.766","1"
"995543571","195","self-matching","Matching","self","Self","Self","715","0.715","1"
"995543571","197","self-matching","Nonmatching","friend","Friend","Close","1200","1.2","1"
"995543571","199","self-matching","Matching","self","Self","Self","896","0.896","1"
"995543571","201","self-matching","Matching","friend","Friend","Close","568","0.568","0"
"995543571","203","self-matching","Nonmatching","friend","Friend","Close","777","0.777","1"
"995543571","205","self-matching","Nonmatching","friend","Friend","Close","812","0.812","1"
"995543571","207","self-matching","Matching","friend","Friend","Close","1140","1.14","0"
"995543571","209","self-matching","Matching","self","Self","Self","775","0.775","1"
"995543571","211","self-matching","Matching","self","Self","Self","430","0.43","1"
"995543571","213","self-matching","Nonmatching","self","Self","Self","635","0.635","1"
"995543571","215","self-matching","Matching","self","Self","Self","756","0.756","1"
"995543571","217","self-matching","Matching","self","Self","Self","720","0.72","1"
"995543571","219","self-matching","Nonmatching","self","Self","Self","485","0.485","0"
"995543571","221","self-matching","Matching","self","Self","Self","1033","1.033","1"
"995543571","223","self-matching","Matching","friend","Friend","Close","495","0.495","0"
"995543571","225","self-matching","Matching","self","Self","Self","1197","1.197","1"
"995543571","227","self-matching","Nonmatching","self","Self","Self","787","0.787","1"
"995543571","229","self-matching","Nonmatching","self","Self","Self","783","0.783","1"
"995543571","231","self-matching","Matching","self","Self","Self","665","0.665","1"
"995543571","235","self-matching","Nonmatching","friend","Friend","Close","742","0.742","1"
"995543571","237","self-matching","Matching","self","Self","Self","694","0.694","1"
"995543574","3","self-matching","Matching","self","Self","Self","1089","1.089","1"
"995543574","5","self-matching","Nonmatching","friend","Friend","Close","850","0.85","1"
"995543574","7","self-matching","Matching","friend","Friend","Close","1097","1.097","0"
"995543574","11","self-matching","Nonmatching","self","Self","Self","961","0.961","1"
"995543574","13","self-matching","Nonmatching","self","Self","Self","465","0.465","1"
"995543574","15","self-matching","Nonmatching","friend","Friend","Close","621","0.621","0"
"995543574","17","self-matching","Nonmatching","self","Self","Self","1040","1.04","1"
"995543574","19","self-matching","Matching","self","Self","Self","640","0.64","1"
"995543574","23","self-matching","Nonmatching","friend","Friend","Close","1123","1.123","1"
"995543574","25","self-matching","Matching","self","Self","Self","888","0.888","1"
"995543574","27","self-matching","Matching","friend","Friend","Close","651","0.651","0"
"995543574","29","self-matching","Matching","self","Self","Self","907","0.907","1"
"995543574","31","self-matching","Matching","self","Self","Self","788","0.788","1"
"995543574","33","self-matching","Matching","self","Self","Self","572","0.572","1"
"995543574","35","self-matching","Nonmatching","friend","Friend","Close","807","0.807","1"
"995543574","37","self-matching","Nonmatching","friend","Friend","Close","616","0.616","1"
"995543574","41","self-matching","Matching","self","Self","Self","860","0.86","1"
"995543574","43","self-matching","Nonmatching","friend","Friend","Close","838","0.838","1"
"995543574","45","self-matching","Matching","self","Self","Self","771","0.771","1"
"995543574","47","self-matching","Nonmatching","friend","Friend","Close","644","0.644","1"
"995543574","49","self-matching","Nonmatching","self","Self","Self","916","0.916","1"
"995543574","51","self-matching","Matching","friend","Friend","Close","703","0.703","1"
"995543574","53","self-matching","Matching","friend","Friend","Close","704","0.704","1"
"995543574","55","self-matching","Nonmatching","friend","Friend","Close","643","0.643","1"
"995543574","57","self-matching","Nonmatching","self","Self","Self","730","0.73","1"
"995543574","59","self-matching","Matching","friend","Friend","Close","714","0.714","1"
"995543574","61","self-matching","Matching","self","Self","Self","934","0.934","1"
"995543574","63","self-matching","Nonmatching","friend","Friend","Close","613","0.613","1"
"995543574","65","self-matching","Matching","self","Self","Self","613","0.613","1"
"995543574","67","self-matching","Matching","self","Self","Self","824","0.824","1"
"995543574","69","self-matching","Nonmatching","self","Self","Self","784","0.784","1"
"995543574","71","self-matching","Nonmatching","self","Self","Self","780","0.78","1"
"995543574","73","self-matching","Matching","friend","Friend","Close","778","0.778","1"
"995543574","75","self-matching","Nonmatching","self","Self","Self","716","0.716","1"
"995543574","77","self-matching","Matching","friend","Friend","Close","852","0.852","1"
"995543574","79","self-matching","Matching","friend","Friend","Close","743","0.743","1"
"995543574","81","self-matching","Nonmatching","self","Self","Self","606","0.606","1"
"995543574","83","self-matching","Nonmatching","friend","Friend","Close","1004","1.004","0"
"995543574","85","self-matching","Nonmatching","friend","Friend","Close","766","0.766","1"
"995543574","87","self-matching","Matching","friend","Friend","Close","776","0.776","1"
"995543574","89","self-matching","Matching","friend","Friend","Close","747","0.747","1"
"995543574","91","self-matching","Matching","friend","Friend","Close","601","0.601","1"
"995543574","93","self-matching","Matching","self","Self","Self","675","0.675","1"
"995543574","95","self-matching","Matching","self","Self","Self","549","0.549","1"
"995543574","97","self-matching","Nonmatching","friend","Friend","Close","594","0.594","1"
"995543574","99","self-matching","Matching","self","Self","Self","542","0.542","1"
"995543574","101","self-matching","Nonmatching","friend","Friend","Close","710","0.71","1"
"995543574","103","self-matching","Matching","self","Self","Self","405","0.405","1"
"995543574","105","self-matching","Nonmatching","friend","Friend","Close","610","0.61","1"
"995543574","107","self-matching","Nonmatching","self","Self","Self","788","0.788","1"
"995543574","109","self-matching","Nonmatching","friend","Friend","Close","649","0.649","1"
"995543574","111","self-matching","Nonmatching","self","Self","Self","446","0.446","0"
"995543574","113","self-matching","Nonmatching","friend","Friend","Close","649","0.649","1"
