"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
101,"Pt1E1",23,"Male","L","/","/","/","/","/"
102,"Pt1E1",28,"Female","R","/","/","/","/","/"
103,"Pt1E1",22,"Female","R","/","/","/","/","/"
104,"Pt1E1",28,"Female","R","/","/","/","/","/"
105,"Pt1E1",24,"Female","R","/","/","/","/","/"
106,"Pt1E1",27,"Female","R","/","/","/","/","/"
108,"Pt1E1",22,"Female","L","/","/","/","/","/"
109,"Pt1E1",27,"Female","R","/","/","/","/","/"
111,"Pt1E1",22,"Female","R","/","/","/","/","/"
112,"Pt1E1",20,"Female","R","/","/","/","/","/"
113,"Pt1E1",23,"Female","R","/","/","/","/","/"
114,"Pt1E1",24,"Male","L","/","/","/","/","/"
115,"Pt1E1",24,"Male","R","/","/","/","/","/"
116,"Pt1E1",31,"Female","R","/","/","/","/","/"
117,"Pt1E1",26,"Male","R","/","/","/","/","/"
118,"Pt1E1",25,"Female","R","/","/","/","/","/"
119,"Pt1E1",27,"Male","R","/","/","/","/","/"
120,"Pt1E1",23,"Female","R","/","/","/","/","/"
121,"Pt1E1",31,"Female","R","/","/","/","/","/"
122,"Pt1E1",24,"Female","R","/","/","/","/","/"
123,"Pt1E1",21,"Female","R","/","/","/","/","/"
124,"Pt1E1",25,"Male","R","/","/","/","/","/"
125,"Pt1E1",21,"Female","R","/","/","/","/","/"
126,"Pt1E1",20,"Female","R","/","/","/","/","/"
127,"Pt1E1",24,"Female","R","/","/","/","/","/"
128,"Pt1E1",29,"Male","R","/","/","/","/","/"
129,"Pt1E1",22,"Female","R","/","/","/","/","/"
130,"Pt1E1",23,"Female","R","/","/","/","/","/"
133,"Pt1E1",21,"Female","R","/","/","/","/","/"
134,"Pt1E1",22,"Female","R","/","/","/","/","/"
135,"Pt1E1",20,"Female","R","/","/","/","/","/"
137,"Pt1E1",19,"Female","R","/","/","/","/","/"
138,"Pt1E1",24,"Female","R","/","/","/","/","/"
139,"Pt1E1",23,"Female","R","/","/","/","/","/"
140,"Pt1E1",23,"Male","R","/","/","/","/","/"
142,"Pt1E1",21,"Female","R","/","/","/","/","/"
147,"Pt1E1",22,"Female","R","/","/","/","/","/"
154,"Pt1E1",19,"Female","R","/","/","/","/","/"
155,"Pt1E1",23,"Female","R","/","/","/","/","/"
160,"Pt1E1",19,"Female","R","/","/","/","/","/"
