"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
1,"Pt6E1",22,"Female","R","/","/","/","/","/"
2,"Pt6E1",21,"Female","R","/","/","/","/","/"
3,"Pt6E1",22,"Male","R","/","/","/","/","/"
4,"Pt6E1",21,"Female","R","/","/","/","/","/"
5,"Pt6E1",55,"Male","R","/","/","/","/","/"
6,"Pt6E1",21,"Male","R","/","/","/","/","/"
7,"Pt6E1",20,"Female","R","/","/","/","/","/"
8,"Pt6E1",21,"Female","R","/","/","/","/","/"
9,"Pt6E1",26,"Male","R","/","/","/","/","/"
10,"Pt6E1",36,"Female","R","/","/","/","/","/"
11,"Pt6E1",25,"Male","R","/","/","/","/","/"
12,"Pt6E1",22,"Male","R","/","/","/","/","/"
13,"Pt6E1",22,"Female","R","/","/","/","/","/"
14,"Pt6E1",21,"Male","R","/","/","/","/","/"
15,"Pt6E1",21,"Male","right/left","/","/","/","/","/"
16,"Pt6E1",26,"Male","R","/","/","/","/","/"
17,"Pt6E1",19,"Female","R","/","/","/","/","/"
18,"Pt6E1",23,"Female","R","/","/","/","/","/"
19,"Pt6E1",24,"Female","R","/","/","/","/","/"
20,"Pt6E1",25,"Female","R","/","/","/","/","/"
21,"Pt6E1",25,"Female","R","/","/","/","/","/"
22,"Pt6E1",22,"Male","R","/","/","/","/","/"
23,"Pt6E1",20,"Female","R","/","/","/","/","/"
24,"Pt6E1",22,"Female","R","/","/","/","/","/"
25,"Pt6E1",23,"Male","L","/","/","/","/","/"
26,"Pt6E1",24,"Male","R","/","/","/","/","/"
27,"Pt6E1",24,"Male","R","/","/","/","/","/"
28,"Pt6E1",20,"Female","R","/","/","/","/","/"
29,"Pt6E1",35,"Female","L","/","/","/","/","/"
30,"Pt6E1",32,"Male","R","/","/","/","/","/"
