"Subject","Trial","Shape","ShapeCode","Label","LabelCode","RespKey","RT","CorrectResp","SubjectName"
1,1,"square",2,"stranger",3,1,1368,1,"test"
1,2,"triangle",1,"stranger",3,2,1079,0,"test"
1,3,"triangle",1,"you",1,2,441,1,"test"
1,4,"triangle",1,"friend",2,1,980,1,"test"
1,5,"circle",3,"you",1,1,1121,1,"test"
1,6,"circle",3,"stranger",3,1,877,0,"test"
1,7,"square",2,"friend",2,2,952,1,"test"
1,8,"circle",3,"friend",2,1,1116,1,"test"
1,9,"triangle",1,"you",1,2,668,1,"test"
1,10,"square",2,"you",1,1,819,1,"test"
1,11,"circle",3,"stranger",3,2,1087,1,"test"
1,12,"square",2,"friend",2,2,784,1,"test"
1,13,"circle",3,"you",1,2,636,0,"test"
1,14,"triangle",1,"you",1,2,644,1,"test"
1,15,"square",2,"friend",2,2,981,1,"test"
1,16,"square",2,"you",1,1,889,1,"test"
1,17,"square",2,"friend",2,2,948,1,"test"
1,18,"circle",3,"friend",2,2,1465,0,"test"
1,19,"triangle",1,"friend",2,1,1291,1,"test"
1,20,"triangle",1,"you",1,2,685,1,"test"
1,21,"square",2,"stranger",3,1,1488,1,"test"
1,22,"triangle",1,"stranger",3,2,1184,0,"test"
1,23,"circle",3,"stranger",3,1,739,0,"test"
1,24,"circle",3,"stranger",3,2,846,1,"test"
1,25,"circle",3,"stranger",3,2,546,1,"test"
1,26,"circle",3,"friend",2,1,821,1,"test"
1,27,"triangle",1,"you",1,2,506,1,"test"
1,28,"triangle",1,"stranger",3,1,768,1,"test"
1,29,"square",2,"friend",2,2,789,1,"test"
1,30,"triangle",1,"friend",2,1,744,1,"test"
1,31,"circle",3,"you",1,1,954,1,"test"
1,32,"triangle",1,"you",1,2,697,1,"test"
1,33,"square",2,"you",1,1,832,1,"test"
1,34,"circle",3,"stranger",3,2,1318,1,"test"
1,35,"square",2,"friend",2,2,1000,1,"test"
1,36,"square",2,"stranger",3,1,786,1,"test"
1,37,"triangle",1,"you",1,2,633,1,"test"
1,38,"circle",3,"stranger",3,2,1016,1,"test"
1,39,"square",2,"you",1,2,712,0,"test"
1,40,"circle",3,"friend",2,1,1244,1,"test"
1,41,"square",2,"friend",2,2,1131,1,"test"
1,42,"square",2,"friend",2,2,1178,1,"test"
1,43,"triangle",1,"you",1,2,628,1,"test"
1,44,"circle",3,"stranger",3,2,1208,1,"test"
1,45,"triangle",1,"stranger",3,1,1063,1,"test"
1,46,"triangle",1,"friend",2,1,1114,1,"test"
1,47,"circle",3,"you",1,1,1256,1,"test"
1,48,"square",2,"stranger",3,1,1129,1,"test"
1,49,"square",2,"friend",2,2,1072,1,"test"
1,50,"circle",3,"stranger",3,0,0,0,"test"
1,51,"circle",3,"you",1,1,1232,1,"test"
1,52,"triangle",1,"you",1,2,774,1,"test"
1,53,"triangle",1,"stranger",3,1,763,1,"test"
1,54,"square",2,"stranger",3,1,1005,1,"test"
1,55,"circle",3,"stranger",3,2,1290,1,"test"
1,56,"square",2,"friend",2,2,993,1,"test"
1,57,"circle",3,"friend",2,1,908,1,"test"
1,58,"square",2,"you",1,2,1047,0,"test"
1,59,"triangle",1,"friend",2,1,776,1,"test"
1,60,"triangle",1,"you",1,2,716,1,"test"
1,61,"triangle",1,"friend",2,1,1049,1,"test"
1,62,"triangle",1,"you",1,2,694,1,"test"
1,63,"triangle",1,"you",1,2,1146,1,"test"
1,64,"circle",3,"stranger",3,2,1011,1,"test"
1,65,"square",2,"friend",2,2,855,1,"test"
1,66,"square",2,"friend",2,2,814,1,"test"
1,67,"triangle",1,"stranger",3,1,1116,1,"test"
1,68,"circle",3,"friend",2,2,1348,0,"test"
1,69,"square",2,"stranger",3,1,1442,1,"test"
1,70,"circle",3,"you",1,1,810,1,"test"
1,71,"circle",3,"stranger",3,1,1092,0,"test"
1,72,"square",2,"you",1,1,1040,1,"test"
1,73,"triangle",1,"you",1,2,668,1,"test"
1,74,"square",2,"you",1,1,1021,1,"test"
1,75,"triangle",1,"you",1,2,668,1,"test"
1,76,"triangle",1,"friend",2,1,1175,1,"test"
1,77,"circle",3,"you",1,1,747,1,"test"
1,78,"square",2,"friend",2,2,882,1,"test"
1,79,"circle",3,"stranger",3,2,1091,1,"test"
1,80,"square",2,"stranger",3,1,774,1,"test"
1,81,"circle",3,"friend",2,2,1016,0,"test"
1,82,"square",2,"friend",2,2,1150,1,"test"
1,83,"triangle",1,"stranger",3,2,1333,0,"test"
1,84,"circle",3,"stranger",3,1,783,0,"test"
1,85,"square",2,"friend",2,2,792,1,"test"
1,86,"triangle",1,"friend",2,1,726,1,"test"
1,87,"square",2,"stranger",3,2,1401,0,"test"
1,88,"triangle",1,"stranger",3,1,1284,1,"test"
1,89,"square",2,"friend",2,2,785,1,"test"
1,90,"circle",3,"stranger",3,2,986,1,"test"
1,91,"triangle",1,"you",1,2,617,1,"test"
1,92,"triangle",1,"you",1,2,993,1,"test"
1,93,"circle",3,"friend",2,2,1064,0,"test"
1,94,"circle",3,"you",1,1,861,1,"test"
1,95,"square",2,"you",1,1,862,1,"test"
1,96,"circle",3,"stranger",3,2,1012,1,"test"
1,97,"triangle",1,"you",1,2,736,1,"test"
1,98,"circle",3,"friend",2,1,896,1,"test"
1,99,"square",2,"friend",2,2,970,1,"test"
1,100,"triangle",1,"you",1,2,745,1,"test"
1,101,"square",2,"friend",2,2,1121,1,"test"
1,102,"triangle",1,"stranger",3,0,0,0,"test"
1,103,"circle",3,"you",1,1,1125,1,"test"
1,104,"circle",3,"stranger",3,2,938,1,"test"
1,105,"triangle",1,"friend",2,1,1192,1,"test"
1,106,"circle",3,"stranger",3,1,1361,0,"test"
1,107,"square",2,"you",1,1,1044,1,"test"
1,108,"square",2,"stranger",3,2,1354,0,"test"
1,109,"square",2,"stranger",3,0,0,0,"test"
1,110,"triangle",1,"stranger",3,0,0,0,"test"
1,111,"triangle",1,"you",1,2,747,1,"test"
1,112,"triangle",1,"friend",2,1,657,1,"test"
1,113,"circle",3,"you",1,1,935,1,"test"
1,114,"circle",3,"stranger",3,2,1095,1,"test"
1,115,"square",2,"friend",2,2,723,1,"test"
1,116,"circle",3,"friend",2,2,1160,0,"test"
1,117,"triangle",1,"you",1,2,588,1,"test"
1,118,"square",2,"you",1,1,811,1,"test"
1,119,"circle",3,"stranger",3,2,833,1,"test"
1,120,"square",2,"friend",2,2,1214,1,"test"
1,121,"circle",3,"you",1,1,952,1,"test"
1,122,"triangle",1,"you",1,2,684,1,"test"
1,123,"square",2,"friend",2,2,700,1,"test"
1,124,"square",2,"you",1,1,730,1,"test"
1,125,"square",2,"friend",2,2,814,1,"test"
1,126,"circle",3,"friend",2,1,1453,1,"test"
1,127,"triangle",1,"friend",2,2,1172,0,"test"
1,128,"triangle",1,"you",1,2,782,1,"test"
1,129,"square",2,"stranger",3,1,1599,1,"test"
1,130,"triangle",1,"stranger",3,1,1248,1,"test"
1,131,"circle",3,"stranger",3,2,994,1,"test"
1,132,"circle",3,"stranger",3,2,1287,1,"test"
1,133,"circle",3,"stranger",3,2,716,1,"test"
1,134,"circle",3,"friend",2,1,883,1,"test"
1,135,"triangle",1,"you",1,2,605,1,"test"
1,136,"triangle",1,"stranger",3,1,900,1,"test"
1,137,"square",2,"friend",2,2,887,1,"test"
1,138,"triangle",1,"friend",2,1,1041,1,"test"
1,139,"circle",3,"you",1,1,915,1,"test"
1,140,"triangle",1,"you",1,2,689,1,"test"
1,141,"square",2,"you",1,1,988,1,"test"
1,142,"circle",3,"stranger",3,2,1140,1,"test"
1,143,"square",2,"friend",2,2,1020,1,"test"
1,144,"square",2,"stranger",3,1,856,1,"test"
1,145,"triangle",1,"you",1,2,923,1,"test"
1,146,"circle",3,"stranger",3,2,1331,1,"test"
1,147,"square",2,"you",1,1,980,1,"test"
1,148,"circle",3,"friend",2,2,1005,0,"test"
1,149,"square",2,"friend",2,2,670,1,"test"
1,150,"square",2,"friend",2,1,879,0,"test"
1,151,"triangle",1,"you",1,2,691,1,"test"
1,152,"circle",3,"stranger",3,2,983,1,"test"
1,153,"triangle",1,"stranger",3,1,1014,1,"test"
1,154,"triangle",1,"friend",2,1,991,1,"test"
1,155,"circle",3,"you",1,1,1368,1,"test"
1,156,"square",2,"stranger",3,1,1014,1,"test"
1,157,"square",2,"friend",2,2,864,1,"test"
1,158,"circle",3,"stranger",3,2,1348,1,"test"
1,159,"circle",3,"you",1,1,1077,1,"test"
1,160,"triangle",1,"you",1,2,675,1,"test"
1,161,"triangle",1,"stranger",3,2,1512,0,"test"
1,162,"square",2,"stranger",3,1,985,1,"test"
1,163,"circle",3,"stranger",3,2,1573,1,"test"
1,164,"square",2,"friend",2,2,872,1,"test"
1,165,"circle",3,"friend",2,1,1578,1,"test"
1,166,"square",2,"you",1,1,1134,1,"test"
1,167,"triangle",1,"friend",2,1,805,1,"test"
1,168,"triangle",1,"you",1,2,619,1,"test"
1,169,"triangle",1,"friend",2,1,1149,1,"test"
1,170,"triangle",1,"you",1,2,671,1,"test"
1,171,"triangle",1,"you",1,2,645,1,"test"
1,172,"circle",3,"stranger",3,1,945,0,"test"
1,173,"square",2,"friend",2,2,705,1,"test"
1,174,"square",2,"friend",2,2,830,1,"test"
1,175,"triangle",1,"stranger",3,1,1152,1,"test"
1,176,"circle",3,"friend",2,2,1355,0,"test"
1,177,"square",2,"stranger",3,1,1313,1,"test"
1,178,"circle",3,"you",1,2,1432,0,"test"
1,179,"circle",3,"stranger",3,2,1377,1,"test"
1,180,"square",2,"you",1,1,917,1,"test"
1,181,"triangle",1,"you",1,2,718,1,"test"
1,182,"square",2,"you",1,1,895,1,"test"
1,183,"triangle",1,"you",1,2,670,1,"test"
1,184,"triangle",1,"friend",2,1,694,1,"test"
1,185,"circle",3,"you",1,1,1144,1,"test"
1,186,"square",2,"friend",2,2,513,1,"test"
1,187,"circle",3,"stranger",3,2,791,1,"test"
1,188,"square",2,"stranger",3,1,831,1,"test"
1,189,"circle",3,"friend",2,1,968,1,"test"
1,190,"square",2,"friend",2,2,872,1,"test"
1,191,"triangle",1,"stranger",3,1,686,1,"test"
1,192,"circle",3,"stranger",3,2,1160,1,"test"
1,193,"square",2,"friend",2,2,713,1,"test"
1,194,"triangle",1,"friend",2,1,819,1,"test"
1,195,"square",2,"stranger",3,1,1030,1,"test"
1,196,"triangle",1,"stranger",3,1,1324,1,"test"
1,197,"square",2,"friend",2,2,761,1,"test"
1,198,"circle",3,"stranger",3,2,890,1,"test"
1,199,"triangle",1,"you",1,2,701,1,"test"
1,200,"triangle",1,"you",1,1,709,0,"test"
1,201,"circle",3,"friend",2,1,1113,1,"test"
1,202,"circle",3,"you",1,1,1156,1,"test"
1,203,"square",2,"you",1,1,974,1,"test"
1,204,"circle",3,"stranger",3,2,1053,1,"test"
1,205,"triangle",1,"you",1,2,888,1,"test"
1,206,"circle",3,"friend",2,1,693,1,"test"
1,207,"square",2,"friend",2,2,664,1,"test"
1,208,"triangle",1,"you",1,2,771,1,"test"
1,209,"square",2,"friend",2,2,582,1,"test"
1,210,"triangle",1,"stranger",3,1,1401,1,"test"
1,211,"circle",3,"you",1,1,1060,1,"test"
1,212,"circle",3,"stranger",3,2,1100,1,"test"
1,213,"triangle",1,"friend",2,1,1150,1,"test"
1,214,"circle",3,"stranger",3,2,919,1,"test"
1,215,"square",2,"you",1,1,868,1,"test"
1,216,"square",2,"stranger",3,1,1536,1,"test"
2,1,"square",2,"friend",2,0,0,0,"test"
2,2,"triangle",1,"you",1,2,722,1,"test"
2,3,"circle",3,"friend",2,2,932,0,"test"
2,4,"circle",3,"you",1,1,975,1,"test"
2,5,"square",2,"friend",2,2,726,1,"test"
2,6,"circle",3,"stranger",3,2,730,1,"test"
2,7,"square",2,"you",1,1,1101,1,"test"
2,8,"triangle",1,"friend",2,2,1163,0,"test"
2,9,"square",2,"stranger",3,2,844,0,"test"
2,10,"triangle",1,"you",1,2,638,1,"test"
2,11,"circle",3,"stranger",3,1,1512,0,"test"
2,12,"triangle",1,"stranger",3,1,798,1,"test"
2,13,"triangle",1,"you",1,2,621,1,"test"
2,14,"square",2,"you",1,2,871,0,"test"
2,15,"circle",3,"friend",2,1,1109,1,"test"
2,16,"square",2,"friend",2,2,669,1,"test"
2,17,"triangle",1,"friend",2,1,1000,1,"test"
2,18,"circle",3,"you",1,1,866,1,"test"
2,19,"square",2,"friend",2,2,800,1,"test"
2,20,"triangle",1,"you",1,2,650,1,"test"
2,21,"circle",3,"stranger",3,2,1142,1,"test"
2,22,"triangle",1,"stranger",3,1,810,1,"test"
2,23,"circle",3,"stranger",3,2,1142,1,"test"
2,24,"square",2,"stranger",3,1,748,1,"test"
2,25,"triangle",1,"you",1,2,645,1,"test"
2,26,"circle",3,"stranger",3,2,1027,1,"test"
2,27,"triangle",1,"you",1,2,655,1,"test"
2,28,"triangle",1,"friend",2,1,874,1,"test"
2,29,"circle",3,"stranger",3,2,1066,1,"test"
2,30,"circle",3,"you",1,1,793,1,"test"
2,31,"circle",3,"friend",2,1,1054,1,"test"
2,32,"square",2,"friend",2,1,1334,0,"test"
2,33,"square",2,"friend",2,2,609,1,"test"
2,34,"triangle",1,"stranger",3,1,1261,1,"test"
2,35,"square",2,"you",1,1,863,1,"test"
2,36,"square",2,"stranger",3,2,812,0,"test"
2,37,"circle",3,"friend",2,2,1148,0,"test"
2,38,"circle",3,"stranger",3,2,945,1,"test"
2,39,"triangle",1,"you",1,2,654,1,"test"
2,40,"square",2,"stranger",3,1,1221,1,"test"
2,41,"square",2,"friend",2,2,665,1,"test"
2,42,"triangle",1,"stranger",3,1,863,1,"test"
2,43,"square",2,"you",1,1,808,1,"test"
2,44,"triangle",1,"you",1,2,604,1,"test"
2,45,"circle",3,"you",1,1,721,1,"test"
2,46,"triangle",1,"friend",2,1,710,1,"test"
2,47,"circle",3,"stranger",3,1,997,0,"test"
2,48,"square",2,"friend",2,2,814,1,"test"
2,49,"square",2,"friend",2,2,1049,1,"test"
2,50,"triangle",1,"stranger",3,1,671,1,"test"
2,51,"circle",3,"you",1,1,662,1,"test"
2,52,"square",2,"you",1,1,903,1,"test"
2,53,"triangle",1,"you",1,2,739,1,"test"
2,54,"square",2,"stranger",3,2,745,0,"test"
2,55,"square",2,"friend",2,2,583,1,"test"
2,56,"circle",3,"friend",2,2,1102,0,"test"
2,57,"circle",3,"stranger",3,2,1271,1,"test"
2,58,"triangle",1,"you",1,2,621,1,"test"
2,59,"triangle",1,"friend",2,1,991,1,"test"
2,60,"circle",3,"stranger",3,2,938,1,"test"
2,61,"square",2,"friend",2,2,790,1,"test"
2,62,"circle",3,"stranger",3,2,790,1,"test"
2,63,"circle",3,"stranger",3,2,802,1,"test"
2,64,"triangle",1,"friend",2,1,1113,1,"test"
2,65,"triangle",1,"you",1,2,798,1,"test"
2,66,"square",2,"you",1,1,889,1,"test"
2,67,"square",2,"friend",2,2,810,1,"test"
2,68,"triangle",1,"you",1,2,617,1,"test"
2,69,"circle",3,"you",1,1,859,1,"test"
2,70,"triangle",1,"stranger",3,1,908,1,"test"
2,71,"square",2,"stranger",3,2,793,0,"test"
2,72,"circle",3,"friend",2,1,1120,1,"test"
2,73,"circle",3,"stranger",3,1,1074,0,"test"
2,74,"square",2,"you",1,1,1021,1,"test"
2,75,"circle",3,"stranger",3,2,1208,1,"test"
2,76,"circle",3,"you",1,1,647,1,"test"
2,77,"square",2,"friend",2,2,819,1,"test"
2,78,"triangle",1,"stranger",3,1,1338,1,"test"
2,79,"square",2,"friend",2,2,725,1,"test"
2,80,"triangle",1,"you",1,2,720,1,"test"
2,81,"triangle",1,"you",1,2,634,1,"test"
2,82,"circle",3,"friend",2,1,1502,1,"test"
2,83,"square",2,"stranger",3,2,815,0,"test"
2,84,"triangle",1,"friend",2,1,1069,1,"test"
2,85,"square",2,"friend",2,2,752,1,"test"
2,86,"circle",3,"stranger",3,2,1482,1,"test"
2,87,"square",2,"friend",2,2,723,1,"test"
2,88,"triangle",1,"you",1,2,781,1,"test"
2,89,"circle",3,"friend",2,1,1542,1,"test"
2,90,"triangle",1,"you",1,2,634,1,"test"
2,91,"circle",3,"you",1,1,988,1,"test"
2,92,"square",2,"stranger",3,1,1014,1,"test"
2,93,"triangle",1,"friend",2,1,730,1,"test"
2,94,"circle",3,"stranger",3,2,1149,1,"test"
2,95,"square",2,"you",1,1,670,1,"test"
2,96,"triangle",1,"stranger",3,1,755,1,"test"
2,97,"circle",3,"friend",2,1,930,1,"test"
2,98,"circle",3,"stranger",3,2,903,1,"test"
2,99,"triangle",1,"you",1,2,650,1,"test"
2,100,"triangle",1,"you",1,1,600,0,"test"
2,101,"square",2,"stranger",3,2,826,0,"test"
2,102,"square",2,"friend",2,2,732,1,"test"
2,103,"circle",3,"you",1,1,903,1,"test"
2,104,"triangle",1,"stranger",3,1,1004,1,"test"
2,105,"circle",3,"stranger",3,2,1200,1,"test"
2,106,"square",2,"friend",2,2,762,1,"test"
2,107,"square",2,"you",1,1,1389,1,"test"
2,108,"triangle",1,"friend",2,1,953,1,"test"
2,109,"square",2,"friend",2,0,0,0,"test"
2,110,"triangle",1,"you",1,2,1160,1,"test"
2,111,"circle",3,"friend",2,1,1074,1,"test"
2,112,"circle",3,"you",1,1,770,1,"test"
2,113,"square",2,"friend",2,2,750,1,"test"
2,114,"circle",3,"stranger",3,1,716,0,"test"
2,115,"square",2,"you",1,1,1079,1,"test"
2,116,"triangle",1,"friend",2,1,975,1,"test"
2,117,"square",2,"stranger",3,2,682,0,"test"
2,118,"triangle",1,"you",1,2,691,1,"test"
2,119,"circle",3,"stranger",3,2,1155,1,"test"
2,120,"triangle",1,"stranger",3,1,963,1,"test"
2,121,"triangle",1,"you",1,2,702,1,"test"
2,122,"square",2,"you",1,1,723,1,"test"
2,123,"circle",3,"friend",2,1,1509,1,"test"
2,124,"square",2,"friend",2,2,925,1,"test"
2,125,"triangle",1,"friend",2,1,735,1,"test"
2,126,"circle",3,"you",1,1,788,1,"test"
2,127,"square",2,"friend",2,2,588,1,"test"
2,128,"triangle",1,"you",1,2,642,1,"test"
2,129,"circle",3,"stranger",3,2,1345,1,"test"
2,130,"triangle",1,"stranger",3,1,738,1,"test"
2,131,"circle",3,"stranger",3,2,1217,1,"test"
2,132,"square",2,"stranger",3,2,738,0,"test"
2,133,"triangle",1,"you",1,2,885,1,"test"
2,134,"circle",3,"stranger",3,2,1002,1,"test"
2,135,"triangle",1,"you",1,2,670,1,"test"
2,136,"triangle",1,"friend",2,1,996,1,"test"
2,137,"circle",3,"stranger",3,2,972,1,"test"
2,138,"circle",3,"you",1,1,932,1,"test"
2,139,"circle",3,"friend",2,1,1058,1,"test"
2,140,"square",2,"friend",2,2,587,1,"test"
2,141,"square",2,"friend",2,2,660,1,"test"
2,142,"triangle",1,"stranger",3,0,0,0,"test"
2,143,"square",2,"you",1,1,905,1,"test"
2,144,"square",2,"stranger",3,1,1402,1,"test"
2,145,"circle",3,"friend",2,1,1131,1,"test"
2,146,"circle",3,"stranger",3,2,948,1,"test"
2,147,"triangle",1,"you",1,2,680,1,"test"
2,148,"square",2,"stranger",3,1,894,1,"test"
2,149,"square",2,"friend",2,2,1187,1,"test"
2,150,"triangle",1,"stranger",3,1,760,1,"test"
2,151,"square",2,"you",1,1,916,1,"test"
2,152,"triangle",1,"you",1,2,575,1,"test"
2,153,"circle",3,"you",1,1,666,1,"test"
2,154,"triangle",1,"friend",2,1,760,1,"test"
2,155,"circle",3,"stranger",3,2,1402,1,"test"
2,156,"square",2,"friend",2,2,688,1,"test"
2,157,"square",2,"friend",2,2,677,1,"test"
2,158,"triangle",1,"stranger",3,1,968,1,"test"
2,159,"circle",3,"you",1,1,754,1,"test"
2,160,"square",2,"you",1,1,870,1,"test"
2,161,"triangle",1,"you",1,2,545,1,"test"
2,162,"square",2,"stranger",3,1,1249,1,"test"
2,163,"square",2,"friend",2,2,603,1,"test"
2,164,"circle",3,"friend",2,1,1456,1,"test"
2,165,"circle",3,"stranger",3,2,996,1,"test"
2,166,"triangle",1,"you",1,2,922,1,"test"
2,167,"triangle",1,"friend",2,1,698,1,"test"
2,168,"circle",3,"stranger",3,2,984,1,"test"
2,169,"square",2,"friend",2,2,694,1,"test"
2,170,"circle",3,"stranger",3,1,1564,0,"test"
2,171,"circle",3,"stranger",3,2,927,1,"test"
2,172,"triangle",1,"friend",2,1,939,1,"test"
2,173,"triangle",1,"you",1,2,643,1,"test"
2,174,"square",2,"you",1,1,782,1,"test"
2,175,"square",2,"friend",2,2,716,1,"test"
2,176,"triangle",1,"you",1,2,626,1,"test"
2,177,"circle",3,"you",1,1,848,1,"test"
2,178,"triangle",1,"stranger",3,1,843,1,"test"
2,179,"square",2,"stranger",3,1,773,1,"test"
2,180,"circle",3,"friend",2,1,827,1,"test"
2,181,"circle",3,"stranger",3,2,1205,1,"test"
2,182,"square",2,"you",1,1,832,1,"test"
2,183,"circle",3,"stranger",3,2,1077,1,"test"
2,184,"circle",3,"you",1,1,669,1,"test"
2,185,"square",2,"friend",2,2,851,1,"test"
2,186,"triangle",1,"stranger",3,1,661,1,"test"
2,187,"square",2,"friend",2,2,732,1,"test"
2,188,"triangle",1,"you",1,2,708,1,"test"
2,189,"triangle",1,"you",1,2,743,1,"test"
2,190,"circle",3,"friend",2,2,808,0,"test"
2,191,"square",2,"stranger",3,2,876,0,"test"
2,192,"triangle",1,"friend",2,1,887,1,"test"
2,193,"square",2,"friend",2,2,1289,1,"test"
2,194,"circle",3,"stranger",3,2,997,1,"test"
2,195,"square",2,"friend",2,2,640,1,"test"
2,196,"triangle",1,"you",1,2,690,1,"test"
2,197,"circle",3,"friend",2,1,936,1,"test"
2,198,"triangle",1,"you",1,2,574,1,"test"
2,199,"circle",3,"you",1,1,792,1,"test"
2,200,"square",2,"stranger",3,1,1032,1,"test"
2,201,"triangle",1,"friend",2,1,775,1,"test"
2,202,"circle",3,"stranger",3,2,934,1,"test"
2,203,"square",2,"you",1,1,819,1,"test"
2,204,"triangle",1,"stranger",3,1,740,1,"test"
2,205,"circle",3,"friend",2,1,685,1,"test"
2,206,"circle",3,"stranger",3,2,968,1,"test"
2,207,"triangle",1,"you",1,2,528,1,"test"
2,208,"triangle",1,"you",1,2,884,1,"test"
2,209,"square",2,"stranger",3,1,981,1,"test"
2,210,"square",2,"friend",2,2,832,1,"test"
2,211,"circle",3,"you",1,1,1165,1,"test"
2,212,"triangle",1,"stranger",3,1,1425,1,"test"
2,213,"circle",3,"stranger",3,2,938,1,"test"
2,214,"square",2,"friend",2,2,632,1,"test"
2,215,"square",2,"you",1,1,728,1,"test"
2,216,"triangle",1,"friend",2,1,979,1,"test"
3,1,"triangle",1,"you",1,2,703,1,"test"
3,2,"square",2,"friend",2,2,697,1,"test"
3,3,"square",2,"you",1,1,685,1,"test"
3,4,"triangle",1,"you",1,2,595,1,"test"
3,5,"triangle",1,"stranger",3,1,780,1,"test"
3,6,"square",2,"friend",2,2,1065,1,"test"
3,7,"square",2,"stranger",3,1,604,1,"test"
3,8,"circle",3,"friend",2,1,750,1,"test"
