"ExperimentName","Subject","Session","Age","Handedness","Sex","Identity","Shape","Target.ACC","Target.RESP","Target.RT","Label","Phase"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",468,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",496,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",621,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",513,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",581,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",601,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",677,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",514,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",397,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",433,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",453,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",553,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",557,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",810,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",822,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",482,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",534,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",482,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",511,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",627,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",591,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",555,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",631,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",506,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",581,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",529,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",581,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",537,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",590,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",602,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",558,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",610,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",494,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",451,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",599,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",547,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",751,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",499,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",375,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",699,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",847,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",571,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",847,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",499,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",464,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",652,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",696,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",436,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",584,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",437,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",457,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",549,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",681,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",485,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",386,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",469,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",0,"n",417,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",840,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",452,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",784,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",357,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",585,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",629,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",481,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",477,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",657,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",373,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",473,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",0,"n",717,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",937,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",478,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",458,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",422,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",434,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",646,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",610,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",655,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",571,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",583,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",723,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",463,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",427,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",551,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",411,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",0,"n",647,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",499,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",800,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",492,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",432,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",644,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",416,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",669,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",497,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",565,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",801,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",373,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",408,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",413,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",673,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",509,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",497,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",429,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",530,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",510,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",698,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",598,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",594,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",0,"n",783,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",595,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",815,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",763,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",359,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",387,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",439,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",707,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",463,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",563,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",480,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",532,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",592,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",444,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",784,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",532,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",377,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",557,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",409,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",645,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",408,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",541,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",457,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",515,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",663,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",411,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",560,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",460,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",704,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",436,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",448,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",588,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",457,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",461,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",521,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",653,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",425,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",366,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",490,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",550,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",514,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",494,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",739,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",423,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",443,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",463,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",530,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",487,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",747,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",439,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",547,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",511,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",539,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",568,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",500,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",568,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",500,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",568,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",621,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",521,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",677,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",465,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",492,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",521,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",685,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",505,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",549,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",393,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",654,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",730,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",446,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",754,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",518,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",417,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",501,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",777,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",605,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",640,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",572,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",721,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",533,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",761,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",453,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",537,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",518,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",402,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",0,"n",838,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",0,NA,0,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",1014,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",603,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",399,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",0,"n",995,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",718,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",466,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",383,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",571,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",455,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",699,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",567,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",539,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",784,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",748,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",608,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",356,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",472,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",453,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",529,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",669,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",472,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",572,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",465,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",437,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",636,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",496,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",508,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",472,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",477,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",625,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",485,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",400,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"m",396,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",505,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",677,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",441,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",549,"friend","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",497,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",646,"friend","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",482,"self","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",446,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"m",418,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",518,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",659,"friend","Breaking"
"breaking",7,NA,29,"right","female","Self","T.bmp",1,"n",631,"self","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",539,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"m",502,"self","Breaking"
"breaking",7,NA,29,"right","female","Stranger","C.bmp",1,"n",458,"stranger","Breaking"
"breaking",7,NA,29,"right","female","Friend","S.bmp",1,"n",550,"friend","Breaking"
