"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
1,"P5E1",26,"Male","R","/","/","/","Hungarian","/"
2,"P5E1",23,"Female","R","/","/","/","Hungarian","/"
3,"P5E1",24,"Female","R","/","/","/","Hungarian","/"
4,"P5E1",23,"Male","L","/","/","/","Hungarian","/"
5,"P5E1",31,"Male","R","/","/","/","Hungarian","/"
6,"P5E1",21,"Female","R","/","/","/","Hungarian","/"
7,"P5E1",25,"Female","R","/","/","/","Hungarian","/"
8,"P5E1",23,"Male","R","/","/","/","Hungarian","/"
9,"P5E1",21,"Female","R","/","/","/","Hungarian","/"
10,"P5E1",21,"Female","R","/","/","/","Hungarian","/"
11,"P5E1",38,"Female","R","/","/","/","Hungarian","/"
12,"P5E1",22,"Male","L","/","/","/","Hungarian","/"
13,"P5E1",22,"Female","R","/","/","/","Hungarian","/"
14,"P5E1",24,"Female","R","/","/","/","Hungarian","/"
15,"P5E1",19,"Male","R","/","/","/","Hungarian","/"
16,"P5E1",24,"Male","L","/","/","/","Hungarian","/"
17,"P5E1",31,"Male","R","/","/","/","Hungarian","/"
18,"P5E1",37,"Female","R","/","/","/","Hungarian","/"
19,"P5E1",31,"Female","R","/","/","/","Hungarian","/"
20,"P5E1",27,"Female","R","/","/","/","Hungarian","/"
21,"P5E1",21,"Male","R","/","/","/","Hungarian","/"
22,"P5E1",22,"Female","R","/","/","/","Hungarian","/"
23,"P5E1",20,"Female","R","/","/","/","Hungarian","/"
24,"P5E1",25,"Male","R","/","/","/","Hungarian","/"
25,"P5E1",24,"Female","R","/","/","/","Hungarian","/"
26,"P5E1",21,"Male","R","/","/","/","Hungarian","/"
27,"P5E1",25,"Male","R","/","/","/","Hungarian","/"
28,"P5E1",24,"Female","R","/","/","/","Hungarian","/"
